date,stock_001,stock_002,stock_003,stock_004,stock_005,stock_006,stock_007,stock_008,stock_009,stock_010,stock_011,stock_012,stock_013,stock_014,stock_015,stock_016,stock_017,stock_018,stock_019,stock_020,stock_021,stock_022,stock_023,stock_024,stock_025,stock_026,stock_027,stock_028,stock_029,stock_030,stock_031,stock_032,stock_033,stock_034,stock_035,stock_036,stock_037,stock_038,stock_039,stock_040,stock_041,stock_042,stock_043,stock_044,stock_045,stock_046,stock_047,stock_048,stock_049,stock_050
2020-02-13,14704015,81160620,33712676,27254999,34017571,89370195,83283956,68957260,90590333,13191827,57379744,24671181,18846669,77851508,74454357,64102926,35127803,24625336,42575239,43180985,68123826,91158474,84760776,39461909,69659087,34673536,92900424,53007352,46539931,27026310,26528949,44491100,57137767,57619179,60689455,94957254,98788576,55767369,57951145,20599439,29078227,55731167,68668533,86889613,51719100,92658392,48315867,75220906,12461601,52879038
2020-02-14,35471325,81416431,27502280,89128215,9557347,80914834,48840541,74926618,62857473,83975707,21408274,49861871,12682445,24593884,26999172,6014666,46293740,44550446,9804379,17692675,53726769,6765575,75469733,84527641,56874968,18431266,50806428,56126067,67945738,16122506,14783634,42251343,9670378,49223608,61914354,37625936,7437393,82165636,79127747,19434597,69523755,11328956,85543339,73011707,12204498,76891962,60985470,14300159,83969274,29666235
2020-02-15,74607548,92384478,78405081,54477238,96775005,92526173,24948998,19213363,19835650,35271239,85267973,60491104,87185779,3381521,9113911,89559965,87833932,48483518,31033457,3253526,66854291,91992714,70330901,86863324,71435282,42805998,38232124,4296543,59463350,35543228,32901580,95703284,26629465,95283862,66762578,67709102,41615084,60411868,94261459,23551728,35714761,52004815,28762296,84723569,3589992,29158606,52268073,59456011,54824144,70664349
2020-02-16,33629666,78749660,79467430,38982051,11877602,40179095,8321190,27578542,29222527,55806794,50615763,46280741,91001046,62594245,5137128,49788105,93465318,34814460,49261908,3618476,6719332,27249346,51509728,50406548,99085333,59346860,82284144,82195358,84582954,67164853,27968243,38192178,98963391,1206076,97302779,2964043,61870415,47190752,96114398,65208186,17302391,77904827,94962644,45732658,93454799,24664597,49220096,94018691,50637374,44115572
2020-02-17,2933167,60769990,42569284,7569598,88664061,39654290,82430911,11452193,80587226,7764872,56190570,83654315,31290804,46325029,19055517,94107090,79079536,80784315,44218320,48687208,22709399,36800537,26522414,67579492,84756353,40208685,3658252,6138059,29134712,65686260,21975278,56385120,13742093,14351369,75014638,68198580,50772863,8021191,29496116,91350977,68816750,78889121,81266114,60596844,24891970,28135632,23551110,34083176,6846041,37500794
2020-02-18,97259416,30509207,72037102,87449995,99915934,91372010,14087301,32489359,99964731,38962810,65512723,30644590,66942596,54718288,41698951,1349326,31168209,47040838,82149583,21630447,46881613,5300380,83833882,73420956,84057016,40136728,91666036,77701421,80626961,70358700,67632037,92214410,32236434,35578462,17365549,83044911,89384652,40180768,73864461,23945905,58459275,80787353,40613614,81676064,85862306,71075478,39620626,52070895,90334361,2051088
2020-02-19,12705356,19715593,28733803,63002767,62340467,20280017,65175694,19453912,21715981,88502751,80576157,71037943,65944286,70603891,87621542,76388607,39182155,15934582,65048783,45475214,31490113,14827886,82843212,80354219,82782904,65349121,93473488,16439111,27362537,46459516,51493324,43420243,63836538,10930349,99139725,64445342,6778594,55721620,67338160,75000028,8077791,34051545,50809918,46315130,79190278,75861919,94462218,65438403,93073323,41258290
2020-02-20,51988545,28644264,44873695,47835698,80383135,26872282,10329673,82187574,25522011,42485423,59231239,77268746,94813096,98138710,53985177,40571165,33568171,53720566,44381163,45004203,63856075,67673502,31314085,96526353,1731976,43106638,62286770,79682012,80859484,9585509,24992865,45497691,99177957,64867205,59284028,17982115,62584472,32113091,21638578,12765669,6099347,94592133,13523487,32762490,70236149,67329584,59064420,13934079,37492065,96317983
2020-02-21,12172116,70552284,55701186,73551037,47963640,80941074,27146110,38221399,49942481,55860709,51480950,88715482,61534437,23700540,77251210,20280586,22183500,50608655,65318412,80399798,25070983,57746144,31146929,95981285,24508806,51669417,88210165,4473071,35084870,67771052,75977372,18338413,41200169,39792192,87022023,68513906,64128955,92912453,33183530,46257573,67371469,75152634,71356856,49316413,19390236,39479633,23567041,97100957,19517140,7422976
2020-02-22,37045755,3912517,33281742,53847441,58260939,98949570,50010356,18002181,90742296,38101883,20938641,32373279,51706171,43639347,77840212,8020066,22992434,55571556,96686881,45164041,99633836,56155129,44749642,85723783,53127013,6771491,12409015,6613075,89106044,91745620,2237862,91955779,92072466,19556486,83041282,45483523,28919309,3707840,58336809,84988573,27916657,12024016,77789983,17795325,7174317,12037846,62528102,54398899,48499187,61169450
2020-02-23,2292663,47304507,70737974,44285380,36179486,25992447,89437653,55938299,84387523,62867268,82330561,16432402,26176976,50179422,90769957,80826965,93962563,69730265,56654374,35002457,6354182,24128241,90856679,81379703,42871347,62646968,79383570,30482758,12164621,67644221,98153713,53192299,33308672,40545268,99976686,59611596,54400323,4684026,80779587,59157290,8171572,93806772,50487349,90226760,23560694,92580749,5149377,31981318,64002707,15251839
2020-02-24,73977854,19419884,31604816,39519467,76026430,84675640,79683434,79576353,4593121,37622858,37425787,59934426,60454853,67364715,55440765,23644959,74736408,57679336,62399907,29575460,13041291,85660278,24391568,4799288,54687890,88214414,73761475,11227618,21781950,58552372,72826322,1299186,83017913,15428366,14834229,34490547,8497281,56751423,54768238,79801412,94396738,96038416,48028129,47463235,94206550,88242193,93243127,22398139,91510826,90282979
2020-02-25,46315648,8464129,29932491,10680279,99597483,19250770,44414878,46935827,64762656,28999430,25854603,2638814,7600006,18116748,93639078,49708245,14787822,41433157,41102595,57189846,1795380,73944468,48112913,29971510,8474445,44954836,19179328,25825077,75414559,97763485,56644266,1143318,77171851,73453650,59371038,12852106,98204341,83665973,3573237,48169354,96938028,46274534,24290561,71549626,57133402,4132476,47694315,1767610,10759741,34240841
2020-02-26,87552840,45206221,54826881,4249813,26082685,25990817,65629980,81934891,8523599,96901971,79278116,73523897,9836757,8712977,58520537,40404621,37588421,20349289,85637754,36496413,88480895,75103857,11567007,80409973,12039498,71919432,17268558,79853750,4895486,44236148,81530079,26921209,32950089,86487807,94178229,5970426,14210208,7148212,62892983,36509370,99846538,11955928,95014112,42736419,28391665,25260536,50216314,73005860,99347549,10309082
2020-02-27,72627128,1233998,84118722,54098314,24195937,59774902,57325526,99753659,75888786,53958177,11971151,37478717,82246588,37390408,97266206,10192728,57222632,19937159,10668510,83389294,76961122,47235718,16125313,33086877,61204444,94208817,20176618,36463503,92126345,22880551,38959886,42441056,36002901,85897961,65129528,24974264,12827992,26396270,2653077,57533267,37475167,23935485,51938300,64375314,56156236,3866514,79093567,93407417,11563678,12816327
2020-02-28,96368419,39013766,82264209,27134562,34361836,55346502,37828205,64524207,41552927,83287397,44371467,67829356,1013849,54324895,39039534,84233338,76692149,92585897,17707083,90743470,27681094,25449058,39077017,67598898,99556105,71228047,11851549,4928354,35880731,67098029,31816504,68952190,40712863,31197139,56056140,31992456,81749296,31481336,29250503,72476515,89173128,84920385,95537161,44559718,69314547,40058917,1865234,73122280,69913047,58192839
2020-02-29,24297104,20873087,29528688,34485273,70171273,31310536,39417768,41670792,89146919,94220985,80070633,49524496,15624724,82815115,1417285,77565906,47655761,77529532,5362726,91150718,19025318,38879111,91491583,39109079,24526188,2631117,4876059,73470610,44820133,18695544,10492699,84582365,58713714,46702810,82210541,82831599,54359974,13076497,65491954,27469695,6556554,51110473,73609000,5032030,12422655,88355903,88717290,34491365,66311311,64622487
2020-03-01,54107609,41406016,95936190,49348035,17094497,4226567,37767633,54720360,80864303,80855957,73082885,60406879,40031233,92098581,7909359,75012589,2984299,7207274,35554283,23292650,15288617,42880491,77677239,72166337,38887561,34956749,33048893,70628155,51039514,98715409,51855872,39486024,74927054,46030706,7892927,81024007,10998667,52477594,31973653,38152322,57531741,46707840,94637277,33082780,13871043,35785592,1340642,5159440,45048788,32712927
2020-03-02,7156557,55037881,6059069,98984131,12602754,1592318,36413685,67200447,96389025,79707203,28132267,80716268,78803388,92954683,59978003,1112446,93372911,49465912,4282722,19062391,73441486,48942240,87115623,99497852,12412365,17492411,70685378,19937931,61085337,82920727,83617667,20013163,32291213,37831779,46327895,36344466,48343787,57996908,70635702,11759526,31626968,45117404,74993083,77957320,69869756,91548930,75097317,26409888,97896434,51406134
2020-03-03,31520904,23673440,89727719,68221330,43769327,49864088,53946465,68008153,77430303,92060701,11637767,20790805,48147205,49473940,39814122,65030718,99361553,40235883,99076770,48190760,54189139,62764502,79472638,68546077,53810294,61942494,30307359,52678336,98079875,3231988,43492703,58977401,2304930,64684695,11806962,83863556,2052226,96617272,77268075,74743993,66202644,40254058,24939549,44725109,54178291,48931863,70437403,89125976,90282798,44969930
2020-03-04,93348445,51054308,11870460,23875084,77784098,5831237,30342719,58027566,49770972,20309750,90792448,97948919,92512111,1395314,43847242,49694025,78662724,39991776,67426613,14205078,95907992,39023625,19474822,57774458,59115634,26244759,52742022,10496941,39239028,62255666,99431210,71949655,24163662,46991956,50309710,9784267,33908192,63621822,51962709,95521223,5690035,44422622,87397455,45271587,87318854,69727220,51778531,60344964,39485018,66309974
2020-03-05,49885665,54304200,71720401,39222338,49924749,79321203,91277300,57019246,1218342,81577167,97151636,11549856,23312285,99771008,15294135,1704050,35756226,37517933,2632428,74099627,86273245,31974910,28174303,36565057,30370942,9358929,97738018,36469789,59543212,50375624,68287710,41731916,63884416,3489719,90387935,46879029,18040005,94917653,75191612,94407613,61080580,92429768,78448419,44279584,71169060,27652941,5115144,60177846,74837296,29949119
