date,crypto,factor_name,factor_value
2024-01-01,DOT-USDT,Agent_Crypto_MACD,0.4081860204784464
2024-01-01,DOT-USDT,Genetic_Crypto_Composite,1.2104993436980116
2024-01-01,ETH-USDT,Agent_Crypto_MomentumReversal,-1.4718216988320458
2024-01-01,ETH-USDT,GFN_Crypto_Momentum,-0.7401646271757926
2024-01-01,ETH-USDT,Gen_Crypto_VolumeAnomaly,0.8265380409672687
2024-01-01,ETH-USDT,GFN_Crypto_LogPrice,-0.7840804360799979
2024-01-01,ETH-USDT,Miner_Crypto_SMACross,0.1271958727229798
2024-01-01,ETH-USDT,Gen_Crypto_PriceAcceleration,-0.0229230905731668
2024-01-01,ETH-USDT,Agent_Crypto_MACD,0.2009687317882162
2024-01-01,ETH-USDT,Genetic_Crypto_Composite,-1.2470810134578183
2024-01-01,LTC-USDT,Agent_Crypto_MomentumReversal,-1.567871103047781
2024-01-01,LTC-USDT,GFN_Crypto_Momentum,-0.6586657700221484
2024-01-01,LTC-USDT,Gen_Crypto_VolumeAnomaly,0.1288481039883843
2024-01-01,LTC-USDT,GFN_Crypto_LogPrice,-0.7411797492998558
2024-01-01,LTC-USDT,Miner_Crypto_SMACross,0.168718308731145
2024-01-01,LTC-USDT,Gen_Crypto_PriceAcceleration,-0.0818064263008281
2024-01-01,LTC-USDT,Agent_Crypto_MACD,0.4477402466590305
2024-01-01,LTC-USDT,Genetic_Crypto_Composite,-1.1244995604327908
2024-01-01,SOL-USDT,Agent_Crypto_MomentumReversal,-0.5751879913238911
2024-01-01,SOL-USDT,GFN_Crypto_Momentum,0.0098474431880212
2024-01-01,SOL-USDT,Gen_Crypto_VolumeAnomaly,0.1891964476290692
2024-01-01,SOL-USDT,GFN_Crypto_LogPrice,-0.2544041120502724
2024-01-01,SOL-USDT,Miner_Crypto_SMACross,0.0081224706880058
2024-01-01,SOL-USDT,Gen_Crypto_PriceAcceleration,0.1298599343464524
2024-01-01,SOL-USDT,Agent_Crypto_MACD,-0.0592919676439152
2024-01-01,SOL-USDT,Genetic_Crypto_Composite,-1.1667592595282696
2024-01-01,XRP-USDT,Agent_Crypto_MomentumReversal,-1.1276791004129092
2024-01-01,XRP-USDT,GFN_Crypto_Momentum,-0.4078164612875743
2024-01-01,XRP-USDT,Gen_Crypto_VolumeAnomaly,-0.2177538784039089
2024-01-01,XRP-USDT,GFN_Crypto_LogPrice,-0.2771343730334175
2024-01-01,XRP-USDT,Miner_Crypto_SMACross,0.098773264075327
2024-01-01,XRP-USDT,Gen_Crypto_PriceAcceleration,0.0866369536993123
2024-01-01,XRP-USDT,Agent_Crypto_MACD,0.2247339172283114
2024-01-01,XRP-USDT,Genetic_Crypto_Composite,-1.3431370947147028
2024-01-02,ADA-USDT,Agent_Crypto_MomentumReversal,-0.0525493764066618
2024-01-02,ADA-USDT,GFN_Crypto_Momentum,-0.5820945112940272
2024-01-02,ADA-USDT,Gen_Crypto_VolumeAnomaly,-0.2531315521717144
2024-01-02,ADA-USDT,GFN_Crypto_LogPrice,0.1261409260178451
2024-01-02,ADA-USDT,Miner_Crypto_SMACross,-0.2751396250953866
2024-01-02,ADA-USDT,Gen_Crypto_PriceAcceleration,0.5185283117216493
2024-01-02,ADA-USDT,Agent_Crypto_MACD,0.0470967601242935
2024-01-02,ADA-USDT,Genetic_Crypto_Composite,-0.0512037474663713
2024-01-02,AVAX-USDT,Agent_Crypto_MomentumReversal,0.2557808509129151
2024-01-02,AVAX-USDT,GFN_Crypto_Momentum,-0.5760279531291933
2024-01-02,AVAX-USDT,Gen_Crypto_VolumeAnomaly,1.2559090447607937
2024-01-02,AVAX-USDT,GFN_Crypto_LogPrice,-0.3666885351561162
2024-01-02,AVAX-USDT,Miner_Crypto_SMACross,-0.164164319238302
2024-01-02,AVAX-USDT,Gen_Crypto_PriceAcceleration,0.2299444736269192
2024-01-02,AVAX-USDT,Agent_Crypto_MACD,0.5843555992348782
2024-01-02,AVAX-USDT,Genetic_Crypto_Composite,1.36067614344084
2024-01-02,BNB-USDT,Agent_Crypto_MomentumReversal,0.1859842152155109
2024-01-02,BNB-USDT,GFN_Crypto_Momentum,0.3498977789036193
2024-01-02,BNB-USDT,Gen_Crypto_VolumeAnomaly,-0.8462916611349979
2024-01-02,BNB-USDT,GFN_Crypto_LogPrice,0.2205149997745536
2024-01-02,BNB-USDT,Miner_Crypto_SMACross,-0.0568251470056749
2024-01-02,BNB-USDT,Gen_Crypto_PriceAcceleration,0.393311731492587
2024-01-02,BNB-USDT,Agent_Crypto_MACD,-0.0993132118587993
2024-01-02,BNB-USDT,Genetic_Crypto_Composite,-0.97487797206271
2024-01-02,BTC-USDT,Agent_Crypto_MomentumReversal,0.6956379317572152
2024-01-02,BTC-USDT,GFN_Crypto_Momentum,1.0691223142165935
2024-01-02,BTC-USDT,Gen_Crypto_VolumeAnomaly,-2.126729630050285
2024-01-02,BTC-USDT,GFN_Crypto_LogPrice,0.0491780562129796
2024-01-02,BTC-USDT,Miner_Crypto_SMACross,1.7777722322546765
2024-01-02,BTC-USDT,Gen_Crypto_PriceAcceleration,0.2864564574536729
2024-01-02,BTC-USDT,Agent_Crypto_MACD,-0.0468303249972253
2024-01-02,BTC-USDT,Genetic_Crypto_Composite,-1.4884223639655347
2024-01-02,DOGE-USDT,Agent_Crypto_MomentumReversal,-0.5481036573591098
2024-01-02,DOGE-USDT,GFN_Crypto_Momentum,-0.2376592568324943
2024-01-02,DOGE-USDT,Gen_Crypto_VolumeAnomaly,1.156402667209197
2024-01-02,DOGE-USDT,GFN_Crypto_LogPrice,-0.6657104723148537
2024-01-02,DOGE-USDT,Miner_Crypto_SMACross,-0.1126651289070867
2024-01-02,DOGE-USDT,Gen_Crypto_PriceAcceleration,0.2600091105412852
2024-01-02,DOGE-USDT,Agent_Crypto_MACD,-0.0939963327792429
2024-01-02,DOGE-USDT,Genetic_Crypto_Composite,-1.2132387844896313
2024-01-02,DOT-USDT,Agent_Crypto_MomentumReversal,-0.0779723189565927
2024-01-02,DOT-USDT,GFN_Crypto_Momentum,-0.7334820622691814
2024-01-02,DOT-USDT,Gen_Crypto_VolumeAnomaly,0.3712463078169225
2024-01-02,DOT-USDT,GFN_Crypto_LogPrice,0.2022579576671377
2024-01-02,DOT-USDT,Miner_Crypto_SMACross,-0.2160480325791612
2024-01-02,DOT-USDT,Gen_Crypto_PriceAcceleration,0.1728307869518499
2024-01-02,DOT-USDT,Agent_Crypto_MACD,0.1663374262140041
2024-01-02,DOT-USDT,Genetic_Crypto_Composite,1.336640619069919
2024-01-02,ETH-USDT,Agent_Crypto_MomentumReversal,-0.3281659698171586
2024-01-02,ETH-USDT,GFN_Crypto_Momentum,-0.042794759659389
2024-01-02,ETH-USDT,Gen_Crypto_VolumeAnomaly,0.0287133618504728
2024-01-02,ETH-USDT,GFN_Crypto_LogPrice,0.1349058330766808
2024-01-02,ETH-USDT,Miner_Crypto_SMACross,-0.0347232229019612
2024-01-02,ETH-USDT,Gen_Crypto_PriceAcceleration,0.1067109674173467
2024-01-02,ETH-USDT,Agent_Crypto_MACD,-0.1628516140913761
2024-01-02,ETH-USDT,Genetic_Crypto_Composite,-1.0600697013146676
2024-01-02,LTC-USDT,Agent_Crypto_MomentumReversal,-0.1308031250223737
2024-01-02,LTC-USDT,GFN_Crypto_Momentum,-0.3614759069325094
2024-01-02,LTC-USDT,Gen_Crypto_VolumeAnomaly,-0.0319496783461592
2024-01-02,LTC-USDT,GFN_Crypto_LogPrice,-0.1455613241330987
2024-01-02,LTC-USDT,Miner_Crypto_SMACross,-0.2456461410469201
2024-01-02,LTC-USDT,Gen_Crypto_PriceAcceleration,0.5988449368291133
2024-01-02,LTC-USDT,Agent_Crypto_MACD,-0.1968180946898464
2024-01-02,LTC-USDT,Genetic_Crypto_Composite,-0.9617494024886812
2024-01-02,SOL-USDT,Agent_Crypto_MomentumReversal,0.1642259457531767
2024-01-02,SOL-USDT,GFN_Crypto_Momentum,-0.0032441330176736
2024-01-02,SOL-USDT,Gen_Crypto_VolumeAnomaly,-0.9878878285722944
2024-01-02,SOL-USDT,GFN_Crypto_LogPrice,0.273016817273112
2024-01-02,SOL-USDT,Miner_Crypto_SMACross,-0.1989024082377718
2024-01-02,SOL-USDT,Gen_Crypto_PriceAcceleration,0.6286063435329253
2024-01-02,SOL-USDT,Agent_Crypto_MACD,0.0690570969266927
2024-01-02,SOL-USDT,Genetic_Crypto_Composite,-1.049757993401694
2024-01-02,XRP-USDT,Agent_Crypto_MomentumReversal,-0.1984763508367745
2024-01-02,XRP-USDT,GFN_Crypto_Momentum,-0.1198241140089658
2024-01-02,XRP-USDT,Gen_Crypto_VolumeAnomaly,0.0155641971130539
2024-01-02,XRP-USDT,GFN_Crypto_LogPrice,0.0081980942010142
2024-01-02,XRP-USDT,Miner_Crypto_SMACross,-0.0989555038476121
2024-01-02,XRP-USDT,Gen_Crypto_PriceAcceleration,0.393351279456168
2024-01-02,XRP-USDT,Agent_Crypto_MACD,-0.1158028548503968
2024-01-02,XRP-USDT,Genetic_Crypto_Composite,-1.1859769074925404
2024-01-03,ADA-USDT,Agent_Crypto_MomentumReversal,1.083395746176619
2024-01-03,ADA-USDT,GFN_Crypto_Momentum,-0.8253073338279443
2024-01-03,ADA-USDT,Gen_Crypto_VolumeAnomaly,-0.4487600964809891
2024-01-03,ADA-USDT,GFN_Crypto_LogPrice,0.2384372097734837
2024-01-03,ADA-USDT,Miner_Crypto_SMACross,-0.7141453001305889
2024-01-03,ADA-USDT,Gen_Crypto_PriceAcceleration,1.569339968105538
2024-01-03,ADA-USDT,Agent_Crypto_MACD,-0.1346416590272357
2024-01-03,ADA-USDT,Genetic_Crypto_Composite,-0.1549963042944242
2024-01-03,AVAX-USDT,Agent_Crypto_MomentumReversal,2.4341953398767737
2024-01-03,AVAX-USDT,GFN_Crypto_Momentum,-0.3209282227130671
2024-01-03,AVAX-USDT,Gen_Crypto_VolumeAnomaly,1.557851046381547
2024-01-03,AVAX-USDT,GFN_Crypto_LogPrice,-0.4264829317281292
2024-01-03,AVAX-USDT,Miner_Crypto_SMACross,-0.4304938753435335
2024-01-03,AVAX-USDT,Gen_Crypto_PriceAcceleration,1.2778611204901011
2024-01-03,AVAX-USDT,Agent_Crypto_MACD,1.581487209627865
2024-01-03,AVAX-USDT,Genetic_Crypto_Composite,1.2079441484731448
2024-01-03,BNB-USDT,Agent_Crypto_MomentumReversal,1.7696055590532846
2024-01-03,BNB-USDT,GFN_Crypto_Momentum,1.706571067851121
2024-01-03,BNB-USDT,Gen_Crypto_VolumeAnomaly,-1.7615242402096607
2024-01-03,BNB-USDT,GFN_Crypto_LogPrice,0.9766626450710074
2024-01-03,BNB-USDT,Miner_Crypto_SMACross,0.2879551737719888
2024-01-03,BNB-USDT,Gen_Crypto_PriceAcceleration,0.0349635623044629
2024-01-03,BNB-USDT,Agent_Crypto_MACD,1.288370024545363
2024-01-03,BNB-USDT,Genetic_Crypto_Composite,-1.0722728477408088
2024-01-03,BTC-USDT,Agent_Crypto_MomentumReversal,2.6292251829780584
2024-01-03,BTC-USDT,GFN_Crypto_Momentum,0.1052655770931287
2024-01-03,BTC-USDT,Gen_Crypto_VolumeAnomaly,-1.990775755868678
2024-01-03,BTC-USDT,GFN_Crypto_LogPrice,0.549752486414616
2024-01-03,BTC-USDT,Miner_Crypto_SMACross,-0.4321357913801352
2024-01-03,BTC-USDT,Gen_Crypto_PriceAcceleration,1.8830400910043
2024-01-03,BTC-USDT,Agent_Crypto_MACD,1.3235896311427575
2024-01-03,BTC-USDT,Genetic_Crypto_Composite,-0.9119396872694012
2024-01-03,DOGE-USDT,Agent_Crypto_MomentumReversal,0.9869478469761668
2024-01-03,DOGE-USDT,GFN_Crypto_Momentum,-0.7198098012565822
2024-01-03,DOGE-USDT,Gen_Crypto_VolumeAnomaly,-1.254396622018894
2024-01-03,DOGE-USDT,GFN_Crypto_LogPrice,0.2784977214618165
2024-01-03,DOGE-USDT,Miner_Crypto_SMACross,-0.7380825295324394
2024-01-03,DOGE-USDT,Gen_Crypto_PriceAcceleration,1.7399448752684477
2024-01-03,DOGE-USDT,Agent_Crypto_MACD,-0.06851486089949
2024-01-03,DOGE-USDT,Genetic_Crypto_Composite,-0.8499612338396432
2024-01-03,DOT-USDT,Agent_Crypto_MomentumReversal,1.468257356747892
2024-01-03,DOT-USDT,GFN_Crypto_Momentum,-1.2634918569272322
2024-01-03,DOT-USDT,Gen_Crypto_VolumeAnomaly,1.6106374144761917
2024-01-03,DOT-USDT,GFN_Crypto_LogPrice,-0.3588433958784696
2024-01-03,DOT-USDT,Miner_Crypto_SMACross,-0.7128961325248575
2024-01-03,DOT-USDT,Gen_Crypto_PriceAcceleration,1.475201988532298
2024-01-03,DOT-USDT,Agent_Crypto_MACD,0.4254141958155084
2024-01-03,DOT-USDT,Genetic_Crypto_Composite,1.62817301747016
2024-01-03,ETH-USDT,Agent_Crypto_MomentumReversal,1.3899504396576354
2024-01-03,ETH-USDT,GFN_Crypto_Momentum,-0.4110375015858234
2024-01-03,ETH-USDT,Gen_Crypto_VolumeAnomaly,-1.4664540037917213
2024-01-03,ETH-USDT,GFN_Crypto_LogPrice,0.8886331422153247
2024-01-03,ETH-USDT,Miner_Crypto_SMACross,-0.9505274708205264
2024-01-03,ETH-USDT,Gen_Crypto_PriceAcceleration,1.4707095617783343
2024-01-03,ETH-USDT,Agent_Crypto_MACD,0.3113240360193015
2024-01-03,ETH-USDT,Genetic_Crypto_Composite,-0.847339248918701
2024-01-03,LTC-USDT,Agent_Crypto_MomentumReversal,1.5565918642621217
2024-01-03,LTC-USDT,GFN_Crypto_Momentum,-0.5608994755810806
2024-01-03,LTC-USDT,Gen_Crypto_VolumeAnomaly,-1.854128189386749
2024-01-03,LTC-USDT,GFN_Crypto_LogPrice,0.7235365485830745
2024-01-03,LTC-USDT,Miner_Crypto_SMACross,-0.62535054796443
2024-01-03,LTC-USDT,Gen_Crypto_PriceAcceleration,1.892785773727246
2024-01-03,LTC-USDT,Agent_Crypto_MACD,0.043418114526756
2024-01-03,LTC-USDT,Genetic_Crypto_Composite,-0.6136015217985495
2024-01-03,SOL-USDT,Agent_Crypto_MomentumReversal,1.4422406790423457
2024-01-03,SOL-USDT,GFN_Crypto_Momentum,-0.0823384738042497
2024-01-03,SOL-USDT,Gen_Crypto_VolumeAnomaly,-1.669753973742664
2024-01-03,SOL-USDT,GFN_Crypto_LogPrice,0.6569210904318569
2024-01-03,SOL-USDT,Miner_Crypto_SMACross,-0.5348199837125976
2024-01-03,SOL-USDT,Gen_Crypto_PriceAcceleration,1.49648414539869
2024-01-03,SOL-USDT,Agent_Crypto_MACD,0.1789526548027517
2024-01-03,SOL-USDT,Genetic_Crypto_Composite,-0.8018585525682929
2024-01-03,XRP-USDT,Agent_Crypto_MomentumReversal,1.9609552382888755
2024-01-03,XRP-USDT,GFN_Crypto_Momentum,-0.4055389457369641
2024-01-03,XRP-USDT,Gen_Crypto_VolumeAnomaly,-0.4886586774176437
2024-01-03,XRP-USDT,GFN_Crypto_LogPrice,0.2504931617400273
2024-01-03,XRP-USDT,Miner_Crypto_SMACross,-0.6043800982590389
2024-01-03,XRP-USDT,Gen_Crypto_PriceAcceleration,1.9260323293446868
2024-01-03,XRP-USDT,Agent_Crypto_MACD,0.3019002312098188
2024-01-03,XRP-USDT,Genetic_Crypto_Composite,-0.8289044080590354
2024-01-04,ADA-USDT,Agent_Crypto_MomentumReversal,-0.6583422918073549
2024-01-04,ADA-USDT,GFN_Crypto_Momentum,0.108040820598709
2024-01-04,ADA-USDT,Gen_Crypto_VolumeAnomaly,-0.1608754858503979
2024-01-04,ADA-USDT,GFN_Crypto_LogPrice,0.2053870869825807
2024-01-04,ADA-USDT,Miner_Crypto_SMACross,0.1271724912510415
2024-01-04,ADA-USDT,Gen_Crypto_PriceAcceleration,-0.335031775372974
2024-01-04,ADA-USDT,Agent_Crypto_MACD,0.2101544349264657
2024-01-04,ADA-USDT,Genetic_Crypto_Composite,-0.3952868888500331
2024-01-04,AVAX-USDT,Agent_Crypto_MomentumReversal,0.580539965624577
2024-01-04,AVAX-USDT,GFN_Crypto_Momentum,0.7696621394568421
2024-01-04,AVAX-USDT,Gen_Crypto_VolumeAnomaly,1.678827661473648
2024-01-04,AVAX-USDT,GFN_Crypto_LogPrice,0.2639952961894932
2024-01-04,AVAX-USDT,Miner_Crypto_SMACross,0.101523385826572
2024-01-04,AVAX-USDT,Gen_Crypto_PriceAcceleration,-0.692124425137722
2024-01-04,AVAX-USDT,Agent_Crypto_MACD,0.1421822097513513
2024-01-04,AVAX-USDT,Genetic_Crypto_Composite,1.36368515935509
2024-01-04,BNB-USDT,Agent_Crypto_MomentumReversal,-0.0345209884342364
2024-01-04,BNB-USDT,GFN_Crypto_Momentum,1.1007288245308835
2024-01-04,BNB-USDT,Gen_Crypto_VolumeAnomaly,-0.5542042970687687
2024-01-04,BNB-USDT,GFN_Crypto_LogPrice,0.4761201654620242
2024-01-04,BNB-USDT,Miner_Crypto_SMACross,0.1894385516267027
2024-01-04,BNB-USDT,Gen_Crypto_PriceAcceleration,-0.4250665474066662
2024-01-04,BNB-USDT,Agent_Crypto_MACD,-0.2819017787178001
2024-01-04,BNB-USDT,Genetic_Crypto_Composite,-1.1172094974341589
2024-01-04,BTC-USDT,Agent_Crypto_MomentumReversal,1.018569580620526
2024-01-04,BTC-USDT,GFN_Crypto_Momentum,1.9252447525590384
2024-01-04,BTC-USDT,Gen_Crypto_VolumeAnomaly,-1.5828519290415766
2024-01-04,BTC-USDT,GFN_Crypto_LogPrice,1.3312451697219034
2024-01-04,BTC-USDT,Miner_Crypto_SMACross,0.3980017260454134
2024-01-04,BTC-USDT,Gen_Crypto_PriceAcceleration,-0.5930870328745785
2024-01-04,BTC-USDT,Agent_Crypto_MACD,0.401020128265854
2024-01-04,BTC-USDT,Genetic_Crypto_Composite,-1.08624516564118
2024-01-04,DOGE-USDT,Agent_Crypto_MomentumReversal,-1.1621494388986398
2024-01-04,DOGE-USDT,GFN_Crypto_Momentum,-0.0101592746905729
2024-01-04,DOGE-USDT,Gen_Crypto_VolumeAnomaly,0.8933917247544393
2024-01-04,DOGE-USDT,GFN_Crypto_LogPrice,-0.6582793051547325
2024-01-04,DOGE-USDT,Miner_Crypto_SMACross,0.2131327951550877
2024-01-04,DOGE-USDT,Gen_Crypto_PriceAcceleration,-0.2705337444712713
2024-01-04,DOGE-USDT,Agent_Crypto_MACD,0.2392119964213114
2024-01-04,DOGE-USDT,Genetic_Crypto_Composite,-1.2512753754380628
2024-01-04,DOT-USDT,Agent_Crypto_MomentumReversal,-0.3717064118528256
2024-01-04,DOT-USDT,GFN_Crypto_Momentum,0.056324552793563
2024-01-04,DOT-USDT,Gen_Crypto_VolumeAnomaly,0.5310682095980188
2024-01-04,DOT-USDT,GFN_Crypto_LogPrice,0.5190324892670801
2024-01-04,DOT-USDT,Miner_Crypto_SMACross,0.0933745444334029
2024-01-04,DOT-USDT,Gen_Crypto_PriceAcceleration,-0.6594005137192611
2024-01-04,DOT-USDT,Agent_Crypto_MACD,0.0950658554666085
2024-01-04,DOT-USDT,Genetic_Crypto_Composite,1.3754460289934718
2024-01-04,ETH-USDT,Agent_Crypto_MomentumReversal,-0.4030458536399025
2024-01-04,ETH-USDT,GFN_Crypto_Momentum,0.5312159657049235
2024-01-04,ETH-USDT,Gen_Crypto_VolumeAnomaly,-0.0511746899931337
2024-01-04,ETH-USDT,GFN_Crypto_LogPrice,0.5423754510305919
2024-01-04,ETH-USDT,Miner_Crypto_SMACross,-0.0565246499503494
2024-01-04,ETH-USDT,Gen_Crypto_PriceAcceleration,-0.4107351275683539
2024-01-04,ETH-USDT,Agent_Crypto_MACD,-0.1063659124128275
2024-01-04,ETH-USDT,Genetic_Crypto_Composite,-1.1304765312720149
2024-01-04,LTC-USDT,Agent_Crypto_MomentumReversal,-0.7934552889005818
2024-01-04,LTC-USDT,GFN_Crypto_Momentum,0.2215285390548862
2024-01-04,LTC-USDT,Gen_Crypto_VolumeAnomaly,0.3419104533377889
2024-01-04,LTC-USDT,GFN_Crypto_LogPrice,-0.1969219811177421
2024-01-04,LTC-USDT,Miner_Crypto_SMACross,0.1780801812465873
2024-01-04,LTC-USDT,Gen_Crypto_PriceAcceleration,-0.2342106313775534
2024-01-04,LTC-USDT,Agent_Crypto_MACD,-0.003092720270443
2024-01-04,LTC-USDT,Genetic_Crypto_Composite,-1.0243341739865237
2024-01-04,SOL-USDT,Agent_Crypto_MomentumReversal,-0.4815531094756458
2024-01-04,SOL-USDT,GFN_Crypto_Momentum,1.1104832615843845
2024-01-04,SOL-USDT,Gen_Crypto_VolumeAnomaly,-0.3117907135000155
2024-01-04,SOL-USDT,GFN_Crypto_LogPrice,0.500450501763527
2024-01-04,SOL-USDT,Miner_Crypto_SMACross,0.3152290447149529
2024-01-04,SOL-USDT,Gen_Crypto_PriceAcceleration,-0.7157094688302078
2024-01-04,SOL-USDT,Agent_Crypto_MACD,-0.1908221129590739
2024-01-04,SOL-USDT,Genetic_Crypto_Composite,-1.136280217220039
2024-01-04,XRP-USDT,Agent_Crypto_MomentumReversal,-0.2839324532705833
2024-01-04,XRP-USDT,GFN_Crypto_Momentum,0.2328421889266694
2024-01-04,XRP-USDT,Gen_Crypto_VolumeAnomaly,0.0578492776292118
2024-01-04,XRP-USDT,GFN_Crypto_LogPrice,0.1495830548688848
2024-01-04,XRP-USDT,Miner_Crypto_SMACross,0.069526584136595
2024-01-04,XRP-USDT,Gen_Crypto_PriceAcceleration,0.0913149848351451
2024-01-04,XRP-USDT,Agent_Crypto_MACD,-0.1614267986717632
2024-01-04,XRP-USDT,Genetic_Crypto_Composite,-1.0786865719782956
2024-01-05,ADA-USDT,Agent_Crypto_MomentumReversal,0.7300331388672383
2024-01-05,ADA-USDT,GFN_Crypto_Momentum,-0.9839767300347684
2024-01-05,ADA-USDT,Gen_Crypto_VolumeAnomaly,-0.3170042811217694
2024-01-05,ADA-USDT,GFN_Crypto_LogPrice,0.2241491858784429
2024-01-05,ADA-USDT,Miner_Crypto_SMACross,-0.0577354046752999
2024-01-05,ADA-USDT,Gen_Crypto_PriceAcceleration,0.0662512067901081
2024-01-05,ADA-USDT,Agent_Crypto_MACD,-0.1517782924865827
2024-01-05,ADA-USDT,Genetic_Crypto_Composite,-1.0553093503778486
2024-01-05,AVAX-USDT,Agent_Crypto_MomentumReversal,1.648051197649134
2024-01-05,AVAX-USDT,GFN_Crypto_Momentum,-1.7952277204110978
2024-01-05,AVAX-USDT,Gen_Crypto_VolumeAnomaly,1.250712572547269
2024-01-05,AVAX-USDT,GFN_Crypto_LogPrice,0.2318811682986306
2024-01-05,AVAX-USDT,Miner_Crypto_SMACross,0.3237466466069938
2024-01-05,AVAX-USDT,Gen_Crypto_PriceAcceleration,-0.1056430965453803
2024-01-05,AVAX-USDT,Agent_Crypto_MACD,0.5977915730749269
2024-01-05,AVAX-USDT,Genetic_Crypto_Composite,2.3645140466119043
2024-01-05,BNB-USDT,Agent_Crypto_MomentumReversal,0.3013839699309796
2024-01-05,BNB-USDT,GFN_Crypto_Momentum,0.4802327866243893
2024-01-05,BNB-USDT,Gen_Crypto_VolumeAnomaly,-0.999260622671538
2024-01-05,BNB-USDT,GFN_Crypto_LogPrice,-0.3582006718338968
2024-01-05,BNB-USDT,Miner_Crypto_SMACross,-0.7090706145631077
2024-01-05,BNB-USDT,Gen_Crypto_PriceAcceleration,0.4932703241336122
2024-01-05,BNB-USDT,Agent_Crypto_MACD,-0.215386943934152
2024-01-05,BNB-USDT,Genetic_Crypto_Composite,-2.240619707425285
2024-01-05,BTC-USDT,Agent_Crypto_MomentumReversal,2.185283119021977
2024-01-05,BTC-USDT,GFN_Crypto_Momentum,1.980945516106568
2024-01-05,BTC-USDT,Gen_Crypto_VolumeAnomaly,-2.135198393439756
2024-01-05,BTC-USDT,GFN_Crypto_LogPrice,-0.1299058605186423
